First Term Gpa,Second Term Gpa,First Language,Funding,School,Fast Track,Coop,Residency,Gender,Previous Education,Age Group,High School Average Mark,Math Score,English Grade,FirstYearPersistence
3.782609,3.269231,3,4,6,1,2,2,1,2,2,88.7,44.89,8,1
3.979167,4.037037,3,4,6,1,1,2,1,2,3,93.97,45.27,7,1
2.645833,3.020833,3,4,6,2,2,2,2,2,1,74.62,39,8,1
4.5,4.5,1,2,6,2,2,1,2,2,3,97,43,9,1
3.065217,3.210526,3,2,6,2,1,1,1,0,4,75.14,26,9,1
2.125,1.409091,3,2,6,2,2,1,2,1,2,81,31,9,0
1.6,2.566667,1,2,6,2,1,1,2,1,2,68,21,7,1
4.225,4.428571,3,4,6,2,2,2,1,1,1,90.95,46,9,1
3.595238,3,3,4,6,2,2,2,2,1,2,83.95,48,8,1
3.82,3.611111,1,2,6,2,2,1,2,1,3,85,20,9,1
3.928571,4.190476,1,2,6,2,2,1,1,2,4,85.83,40,9,1
2.565217,2.153846,1,1,6,2,1,1,2,1,1,83,25,9,1
2.52381,1.823529,3,2,6,2,1,1,2,1,2,60,16,4,1
4.309524,4.095238,1,2,6,2,2,1,1,1,2,95,48,9,1
3.865385,3.844828,3,4,6,1,2,2,2,2,3,90.5,47,4,1
2.05,2.555556,1,2,6,2,2,1,1,1,1,76,23,10,1
3.47619,2.975,1,2,6,2,1,1,1,2,3,87,32,9,1
3.304348,3.326923,3,4,6,1,1,2,1,1,3,78.91,36.22,8,1
1.105263,0,1,2,6,2,2,1,2,2,2,82,22,7,0
2.23913,2.361111,3,4,6,2,2,2,2,2,1,69.78,32,8,1
3.54,2.521739,1,2,6,2,2,1,2,1,1,81,34,7,1
3.526316,2.477273,1,2,6,2,1,1,2,1,1,78,19,7,1
1.78,2.2611182800000007,1,2,6,2,1,1,2,1,1,87,28,9,0
4.38,4.425,1,2,6,2,2,1,2,1,4,74,26,9,1
3.027778,2.235294,3,4,6,2,2,2,2,1,2,81.58,29,9,1
2.309524,3.043478,3,4,6,1,2,2,2,1,3,79.65,40.87,8,1
2.875,3.068182,3,4,6,1,2,2,2,2,3,76.34,36.18,8,1
3.826087,3.704545,1,2,6,2,2,1,1,1,6,80,26,9,1
3.32,1.333333,1,2,6,2,2,1,2,1,3,73.12,32,9,1
2.875,2.795455,1,2,6,2,1,1,2,1,1,88,43,9,1
3.456522,3.52381,3,2,6,2,1,1,1,1,2,90,40,8,1
2.695652,2.630435,1,1,6,2,1,1,2,1,1,73,29,9,1
3.06,3.304348,3,4,6,1,2,2,2,2,3,81.19,45,8,1
3.277778,3.44,3,4,6,1,2,2,2,1,3,82.94,34.58,9,1
0.2,0,3,2,6,2,1,1,2,0,3,17,23,9,0
2.94,1.727273,1,2,6,2,2,1,1,1,2,75,19,9,0
0,0.18630672,1,2,6,2,2,1,2,0,4,50,26,9,0
3.804348,3.714286,3,4,6,2,2,2,1,2,2,81.32,40,4,1
4.065217,3.72,1,2,6,1,1,1,2,2,3,74,37.03,9,1
1.526316,0.157895,1,2,6,2,2,1,2,1,2,48,21,7,0
1.710526,0.346154,2,2,6,2,1,1,2,1,2,63,10,7,0
2.956522,3.52381,3,4,6,2,2,2,1,2,1,86.97,35,8,1
2.157895,3.552632,3,4,6,2,1,2,2,1,2,75,49,8,1
4.02381,4.184211,3,2,6,2,2,1,2,2,5,88.2,44,10,0
1.975,0,1,2,6,2,2,1,2,1,3,69,32.03,9,1
0.4375,0,1,2,6,2,2,1,2,1,1,72,20,7,0
3.925,3.02381,1,2,6,2,2,1,2,0,4,85.66,39,7,1
2.571429,2.388889,1,2,6,2,1,1,2,1,1,87,38,9,1
3.4,3.326087,1,2,6,2,2,1,2,1,3,79,35,3,1
3.521739,3.288462,3,4,6,1,2,2,1,1,3,82.51,38.07,7,1
2.369565,2.6875,1,2,6,2,1,1,1,1,1,86,22,10,1
3.347826,2.704545,3,4,6,2,2,2,1,1,1,80.83,31,4,1
3.456522,2.98,3,4,6,1,2,2,2,2,3,78.92,42.15,9,1
0.5687510280000001,0.21111049000000004,3,4,6,2,2,2,1,1,1,57.93,19,7,0
3.880952,3.434783,1,2,6,2,1,1,2,1,1,82,42,9,1
1.541667,1.934783,1,2,6,2,2,1,2,1,1,74,24,9,1
3.56,3.318182,1,2,6,2,1,1,2,1,1,80,29,9,1
0.157895,0,1,2,6,2,1,1,2,1,1,77,19,7,0
2.58,2.282609,1,2,6,2,2,1,2,1,2,67,19,7,1
3.882353,3.605263,1,2,6,2,2,1,2,2,3,84,25,9,1
2.210526,2.363636,1,8,6,2,2,1,2,1,7,61.25,16,9,1
4.217391,4.333333,3,2,6,2,2,1,1,2,7,92.98,46,10,1
3.354167,3.681818,1,2,6,2,2,1,2,1,2,81,20,7,1
2.928571,2.375,1,2,6,2,1,1,2,1,3,65,36,9,1
3.452381,1.090909,3,4,6,2,1,2,2,1,3,75.67,47,10,1
3.818182,3.75,3,4,6,2,2,2,2,1,2,90.39,47,10,1
1.230769,1.625,1,2,6,2,2,1,2,1,1,72,23,7,1
3.916667,3.815789,1,2,6,2,2,1,2,1,1,93,39,9,1
1.176471,1.95,1,2,6,2,1,1,2,1,2,52,16,7,1
2.275,1.9,3,4,6,1,2,2,2,2,3,77.71,28.49,4,0
3.875,4.119048,1,2,6,2,2,1,2,1,1,85,40,10,1
1.568182,0.21657153,1,2,6,2,2,1,2,0,3,60,29,8,0
4.434783,4.46,1,2,6,1,2,1,1,2,3,95.87,34.7,9,1
2.416667,2.365385,3,4,6,1,2,2,1,1,3,74.42,30.52,7,1
1.59375,2.978261,3,2,6,2,1,1,2,1,1,74.2,36,7,1
2.304348,1.809524,3,4,6,1,2,2,2,2,3,76.82,28.33,8,1
3.5,3.5,3,4,6,1,2,2,1,2,3,87.26,38.05,4,1
0,1.3506915429999995,1,2,6,2,2,1,2,1,1,77,29,7,0
4.095238,3.97619,1,2,6,2,2,1,1,1,1,102,35.51,9,1
3.354167,3.821429,3,4,6,1,2,2,2,2,3,78.8,42.83,8,1
0,2.472753294476189,3,4,6,1,2,2,2,2,3,79.77,37.69,8,0
3.083333,3.522727,1,2,6,2,1,1,2,1,3,96,42,9,0
4.261905,4.340909,1,8,6,2,2,1,2,2,8,84.2,38,9,1
4.23913,4,1,2,6,2,1,1,1,2,3,92,26,9,1
2.9,2.886364,3,4,6,1,2,2,2,2,3,77.4,35.28,8,1
3.5,3.692308,3,4,6,1,2,2,1,2,4,86.08,40.58,8,1
3.565217,3.28,3,4,6,1,2,2,2,1,2,70.94,42.09,9,1
1.525,0,1,2,6,2,2,1,2,1,2,73,16,9,0
2,1.388889,1,2,6,2,1,1,2,1,1,78,22,7,0
1.285714,1.458333,3,4,6,1,2,2,1,2,3,66.69,25.19,10,1
0,0.20058589000000002,1,2,6,2,2,1,2,1,4,53,25,9,0
3.409091,3.194444,1,2,6,2,2,1,2,1,3,48,15,9,1
3.173913,3.18,3,4,6,1,2,2,2,2,3,78.09,40.79,10,1
3.025,3.275,1,2,6,2,2,1,2,1,1,82,29,9,1
2.434783,2.307692,3,4,6,1,2,2,2,1,3,72.96,31.67,8,1
3.568182,3.236842,3,4,6,2,2,2,2,2,1,76.36,45,9,1
2.90625,1.884615,3,2,6,2,2,1,2,1,1,79,27,9,1
3.35,3.361111,3,2,6,2,2,1,1,2,3,79,46,4,1
4.131579,3.891304,2,2,6,2,2,1,2,2,6,87.76,46,8,1
4.357143,4.409091,1,2,6,2,2,1,2,1,3,85,48,10,1
4.076923,4.434783,1,2,6,1,2,1,2,2,7,93,37.14,10,1
0.947368,2.03125,1,2,6,2,2,1,1,1,1,78,14,7,0
4.08,4.175,1,2,6,2,2,1,2,2,7,87.84,21,9,1
3.895833,3.857143,1,2,6,2,2,1,1,2,2,86,21,9,1
2.289474,2.478261,1,2,6,2,2,1,2,1,2,76.35,15,7,1
3.16,3.545455,1,2,6,2,2,1,1,1,1,97,38,9,1
3.428571,3.4,3,4,6,2,2,2,2,1,4,80.84,43,8,1
3.541667,3.021739,1,2,6,2,2,1,2,1,2,90,30,9,1
3.904762,2.590909,3,4,6,2,2,2,2,2,1,76.15,42,9,1
4.285714,4.019231,3,5,6,2,2,2,1,1,3,95.59,49,8,1
3.942308,3.769231,3,4,6,1,1,2,2,2,3,92.51,45.18,4,1
3.880952,3,1,2,6,2,1,1,1,1,1,90,43,9,1
3.52,3.391304,1,2,6,2,2,1,2,1,1,89,40,3,1
3.916667,3.769231,3,2,6,1,1,1,2,2,7,92.42,39.74,10,1
3.804348,3.565217,1,2,6,2,2,1,2,1,1,83,39,9,1
4.021739,3.74,1,2,6,1,2,1,1,2,5,86.95,37.89,10,1
3.041667,3.303571,3,4,6,1,2,2,2,1,4,79.95,33.79,7,1
2.421053,1.076923,1,2,6,2,2,1,2,1,2,67,24,7,1
2.833333,3.318182,3,2,6,2,2,1,2,2,3,83.68,25.4,8,0
4.304348,4,1,2,6,2,1,1,1,2,3,97,44,9,1
4.238095,3.891304,3,2,6,2,2,1,2,2,6,89.6,48,10,1
3.568182,3.148148,3,4,6,1,2,2,2,1,4,80.23,43.88,9,1
4.022727,3.796296,3,4,6,1,2,2,2,1,3,90.56,45.39,10,1
2.416667,3.527778,3,4,6,2,2,2,2,2,1,76.93,49,10,1
0,2.8540253954761914,1,2,6,2,2,1,2,1,3,79.12,28.44,9,0
4.434783,4.277778,3,4,6,2,2,2,2,2,2,96.57,49,10,1
2.090909,1.833333,1,2,6,2,2,1,2,1,2,60,17,3,1
3.04,3.083333,1,1,6,2,1,1,2,1,4,61,27,9,1
2.891304,2.788462,3,4,6,1,2,2,2,2,4,79.92,32.21,8,1
3.55,3.6,1,2,6,2,2,1,2,2,3,81,37,9,1
2.386364,1.854994788666668,3,4,6,1,2,2,2,1,3,75.12,26.85,3,0
2.15,2.6251320333333332,3,4,6,1,2,2,2,2,3,75.76,28,9,0
0,0,3,2,6,2,1,1,1,1,1,63,26,7,0
0,0,1,2,6,2,2,1,2,1,1,72,37,7,0
0,1.45,1,2,6,2,1,1,2,1,2,45,25.11,2,1
3.857143,3.568182,3,4,6,2,2,2,1,2,2,86.38,38,10,1
3.833333,3.464286,3,4,6,1,1,2,2,1,3,85.36,44.9,8,1
4,3.630435,3,4,6,2,2,2,2,2,1,81.73,45,8,1
3.227273,3.136364,1,2,6,2,1,1,2,1,1,74,41,8,1
3.043478,3.166667,3,2,6,2,2,1,2,2,2,85,38,9,1
3.547619,3.282609,1,2,6,2,2,1,2,1,3,54,12,8,1
3.078947,2.636364,1,2,6,2,2,1,2,1,4,68,22,7,1
0.24,0,1,2,6,2,2,1,2,1,3,59.215,17,7,0
2.722222,2.659091,3,4,6,2,2,2,2,2,1,79.25,21,8,1
2.55,2.772727,3,4,6,1,2,2,2,1,3,77.2,34.28,7,1
3.5,3.416667,3,2,6,2,1,1,1,2,5,80,43,4,1
3.06,2.538462,3,4,6,1,2,2,1,2,3,77.16,32.18,8,1
2.525,2.261905,3,4,6,1,2,2,2,2,3,73.94,36.32,10,1
0.54,0.8071090699999997,1,2,6,2,1,1,2,1,1,66,24,7,0
3.568182,3.763158,3,2,6,2,2,1,1,2,3,94,38,10,0
3.272727,1.5,1,2,6,2,2,1,2,1,1,76,29.3,7,1
2.521739,2.7,3,4,6,1,2,2,2,1,3,75.47,37.22,10,0
3.222222,3.448276,3,4,6,1,2,2,2,1,3,80.79,34.68,7,1
4.159091,4.236842,3,4,6,2,2,2,2,0,6,90.24,48,10,0
0,2.472753294476189,3,4,6,2,2,2,1,2,2,78.99,39.26,8,0
2.357143,2.970588,1,2,6,2,2,1,1,1,3,81,32,9,1
4.194444,4.055556,1,2,6,2,2,1,1,2,3,94,34.33,9,1
4.095238,4.222222,1,2,6,2,2,1,1,2,3,102,36.75,9,1
3.729167,3.729167,3,4,6,2,2,2,2,1,3,85.72,45,8,1
3.454545,1.276641440000002,3,2,6,2,2,1,2,1,3,78,23,7,0
3.08,2.65,3,2,6,2,1,1,1,1,1,85,35,7,1
3.5,2.846154,3,2,6,2,2,1,1,2,6,83,47,4,1
3,1.8968354774999994,1,2,6,2,1,1,2,2,3,83,26,9,0
2.447368,2.394737,3,4,6,2,2,2,2,1,2,75.68,32.61,7,1
0,0.47334565999999995,3,2,6,2,2,1,2,1,2,55,12,4,0
0,0,1,2,6,2,2,1,2,1,1,72,29,7,1
2.9,3,1,2,6,2,2,1,1,2,3,68,29.99,9,1
2.2,3.125,1,2,6,2,1,1,1,2,6,75.18,19,9,1
2.1,0.596154,1,1,6,2,1,1,2,1,1,71,22,9,0
2.04,1.159091,1,2,6,2,2,1,2,2,3,73,32,9,1
1.26087,1.6759709099999995,1,2,6,2,1,1,2,1,2,75,21,8,0
3.02,2.15,1,2,6,2,2,1,2,1,3,82,48,9,1
3.913043,2.833333,1,2,6,1,2,1,2,2,3,79.92,40.48,10,0
3.73913,3.809524,3,4,6,2,1,2,2,1,2,92,47,8,1
4.5,4.333333,1,2,6,2,2,1,2,2,3,104,36.31,9,1
2.472222,2.65625,3,4,6,2,2,2,2,1,2,88,42,10,1
0.9462086000000004,0.7520936099999999,1,2,6,2,2,1,2,1,1,66,17,7,0
3.759259,4.019231,3,4,6,1,2,2,2,2,3,94.52,45.34,8,1
4.22,4.136364,1,2,6,2,1,1,1,1,1,92,47,9,1
0.32,0.11637401000000004,1,2,6,2,2,1,2,0,3,53,15,9,0
3.73913,3.571429,3,4,6,1,2,2,2,2,3,86.7,44.85,10,1
2.15,1.8027521389999983,3,4,6,1,2,2,2,1,3,76.2,27.84,7,0
2.428571,1,1,2,6,2,2,1,2,1,1,63,21,7,0
3.434783,3.428571,3,4,6,2,2,2,1,1,2,82.98,37,4,1
1.535714,1.117647,3,4,6,1,2,2,2,2,3,66.25,26.7,8,1
4.113636,3.977273,3,2,6,2,2,1,1,2,5,89,46,8,1
0.22074464,0.7344743899999999,1,2,6,2,1,1,2,1,2,64,21,9,0
3.4,3.090909,3,4,6,1,2,2,2,1,3,76.92,40.24,7,1
2.657895,1.888889,1,4,6,2,2,2,2,0,3,59.81,14,8,1
3.826923,4.347826,1,4,6,1,1,2,2,2,4,91.91,40.67,9,1
1.086957,1.45,3,4,6,2,2,2,1,1,1,71.85,25.23,7,0
3.28,2.795455,1,2,6,2,2,1,2,1,1,84,28,9,1
0,1.1383658400000003,1,2,6,2,2,1,2,0,2,74.2,16,9,0
3.75,3.02381,3,4,6,2,2,2,2,1,2,82.95,46,9,1
2.318182,0,1,2,6,2,2,1,1,1,2,63,17,9,1
4.057692,3.73913,3,4,6,1,2,2,2,2,3,84.76,47.25,9,1
1.55482457,1.5186986899999995,3,2,6,2,2,1,2,1,2,74,33,4,0
2.571429,0,1,2,6,2,2,1,2,0,3,70.68,19,7,0
3.391304,2.547619,3,4,6,1,1,2,2,2,3,84.23,38.04,9,1
4.2,4.142857,1,2,6,2,2,1,2,1,1,83,25,3,1
2.73913,2.64,3,4,6,1,2,2,2,2,3,71.69,38.51,10,1
3.694444,3.166667,3,4,6,1,2,2,1,2,3,88.14,42.83,8,1
2.804348,3,3,4,6,2,2,2,2,1,1,77.73,42,8,1
3,3.153846,3,4,6,1,2,2,2,2,3,84.25,38.07,8,1
1,1.538462,1,2,6,2,1,1,2,1,7,65,19,7,0
1.071429,0,1,2,6,2,1,1,2,1,1,71.62,31,9,1
3.565217,4,1,2,6,1,1,1,1,2,3,86,37.07,9,1
4.309524,4.190476,1,2,6,2,2,1,1,2,4,81,39,9,1
2.033333,2.071429,3,4,6,1,2,2,2,1,3,71.29,33.79,9,1
3.047619,3.195652,1,2,6,2,1,1,2,2,2,79,34,9,1
3.409091,2.37037,3,4,6,1,2,2,1,2,3,83.31,37.23,8,1
4.18,4.152174,3,2,6,1,1,1,2,2,4,90.73,43.33,10,0
3.954545,3.045455,3,2,6,2,2,1,2,1,1,83,35,8,1
4.38,4.272727,1,2,6,2,1,1,2,1,4,73,31,9,1
3.4,3.4,3,2,6,2,1,1,1,2,3,91,33,10,0
3.217391,3.25,3,4,6,1,2,2,1,2,4,78.47,36.3,8,1
3.145833,1.619048,3,2,6,2,2,1,2,2,4,72.12,38,8,1
2.98,2.6,1,2,6,2,2,1,2,1,1,73,28,9,1
3.131579,1.25,1,2,6,2,2,1,2,1,1,73,20,9,1
3.909091,3.159091,3,4,6,2,1,2,2,1,4,85.77,49,8,1
4.090909,3.840909,3,4,6,2,2,2,2,2,1,83.42,45,8,1
4.176471,4.214286,1,2,6,2,2,1,1,2,4,79,42.87,8,1
3.026316,2.291667,1,2,6,2,1,1,2,1,1,72,25,7,1
3.619048,4.041667,3,2,6,2,2,1,1,2,3,85.55,38.27,8,1
0.26087,2.318182,3,4,6,1,1,2,2,1,3,64.5,43,8,1
3.54,2.142857,1,2,6,2,2,1,2,1,1,75,31,9,1
3.611111,3.851852,1,8,6,1,2,1,2,2,7,88.28,43.92,10,1
3.56,3.7,1,2,6,2,1,1,2,1,1,91,46,9,1
1.696802600000001,1.4885967900000008,2,2,6,2,1,1,1,1,1,80,23,8,0
3.475,3.045455,3,4,6,1,2,2,2,1,3,79.94,41.38,8,1
3.145833,2.5,1,2,6,2,1,1,2,1,1,86,28,9,1
3.705882,3.673913,3,4,6,1,2,2,2,1,3,86.39,43.83,8,1
0.714286,0,3,4,6,1,1,2,2,1,3,75.73,30.57,8,0
3.5,4.02,3,4,6,1,2,2,2,2,3,88.16,42.07,10,1
2.921053,2,3,4,6,1,1,2,2,1,3,76.57,31.57,8,1
1.94,2.5,1,2,6,2,2,1,2,1,1,69,36,7,1
3.5,2.934783,1,2,6,2,2,1,2,1,1,91,28,9,1
2.8,1.8159098199999988,1,2,6,2,2,1,2,1,1,76,23,9,0
2.97619,3.363636,1,8,6,2,2,1,2,0,6,77.91,30,9,1
4.086957,3.590909,3,4,6,2,2,2,1,1,3,86.13,44.69,3,1
4.285714,3.886364,3,4,6,2,2,2,2,1,2,90.79,44,10,1
2.852941,2.880952,1,2,6,2,1,1,2,2,1,83,25,7,1
2.404762,2.041667,1,2,6,2,2,1,2,0,1,64,29.32,9,1
3.055556,3.480769,3,4,6,1,2,2,2,1,3,80.57,37.21,7,1
2.7,1.815789,1,2,6,2,1,1,2,1,2,78,32,9,1
3.666667,3.58,3,4,6,1,2,2,1,1,4,85.78,44.61,9,1
2.847826,3.428571,3,4,6,2,2,2,1,1,2,80.12,32,8,1
2.921053,3.846154,1,2,6,2,1,1,1,2,3,93,43,9,1
2.880952,2.666667,3,4,6,2,2,2,2,2,3,76.97,37,4,1
0.230769,1.0765035800000002,3,4,6,2,2,2,2,1,2,69.58,39,2,0
1.954545,3.125,1,2,6,2,2,1,2,1,3,76,33,4,1
2.2,1.47619,1,2,6,2,2,1,2,1,1,82,23,7,1
0,2.3978900091223143,3,4,6,2,2,2,2,0,1,79.97,48,8,0
2.388889,2.7,3,2,6,2,2,1,2,1,2,67,34,9,0
3.56,3.175,1,2,6,2,2,1,2,1,1,74,34,9,1
0.45,0.24163725,1,2,6,2,2,1,2,1,2,56,23,7,0
2.1,0.8373265900000001,1,2,6,2,2,1,2,0,1,66,25,9,0
0.375,0,3,4,6,2,2,2,2,2,1,76.43,37,8,0
1.979167,1.605263,1,2,6,2,2,1,2,1,1,75,27,9,1
4.086957,3.673077,1,1,6,2,1,1,2,1,1,77,31,9,1
4.23913,3.715710609999997,1,2,6,2,2,1,1,2,3,105,45,9,0
2.23913,3.095238,3,2,6,2,2,1,2,1,1,82,38,8,1
3.652174,3.625,3,4,6,2,1,2,1,2,1,76.94,47,9,1
3.68,3.68,3,4,6,1,2,2,1,1,3,86.165,43.71,8,1
4.043478,2.8377802316666676,3,4,6,2,2,2,1,1,2,85.43,46,9,0
3.086957,2.875,1,2,6,2,2,1,2,1,1,76,31,9,1
3.022727,1.4639618299999992,1,2,6,2,2,1,2,1,1,76,16,9,0
3.44,3.23913,1,2,6,2,2,1,2,1,1,78,24,7,1
2.545455,2.842105,1,2,6,2,1,1,1,1,2,67,24,7,1
1.34,0.3,1,2,6,2,2,1,2,1,1,68,20,3,1
2.730769,3.882353,1,2,6,2,1,1,1,1,3,75,29,7,1
0.46,2.84375,3,4,6,2,2,2,2,1,2,71.42,17,7,1
2.275,1.233333,1,2,6,2,1,1,2,1,3,73,24,7,1
4.282609,4.238095,3,2,6,2,2,1,2,2,7,84.52,48,8,1
3.916667,3.979167,1,2,6,2,1,1,1,1,4,86,50,8,1
3.464286,3.470588,3,4,6,2,2,2,2,1,2,80.47,38,8,1
4.275,4.363636,1,2,6,2,1,1,2,2,4,88,47,9,1
3.82,3.6,1,2,6,2,2,1,2,2,3,69,30,9,0
2.26,2.076923,3,4,6,1,2,2,1,2,3,75.83,35.1,8,1
4.225,3.911765,1,2,6,2,2,1,2,2,7,88.53,35,8,1
1.727273,1.9,1,2,6,2,1,1,2,1,3,67,37,9,1
4.214286,4.047619,3,2,6,2,2,1,2,2,5,87.49,49,10,1
4,3.5,3,4,6,1,1,2,2,1,3,86.19,43.12,8,1
0.695652,1.5417978599999995,1,2,6,2,1,1,1,1,1,69,18,4,0
2,0,1,2,6,2,2,1,2,1,1,73,33,9,0
2.547619,2.891304,1,2,6,2,1,1,2,1,2,78,27,9,0
2.733333,3.02381,1,2,6,2,2,1,2,2,3,67,41,9,1
3.9,3.928571,3,4,6,1,2,2,1,1,3,92.55,45.56,10,1
3.152174,2.865385,3,4,6,1,2,2,2,2,3,85.43,37.64,8,1
3.043478,2.730769,3,4,6,1,2,2,2,1,3,80.29,34.35,8,1
2.416667,2.708333,3,4,6,1,2,2,2,1,4,78.09,31.31,8,1
2.842105,0.736842,1,2,6,2,1,1,2,1,1,88,23,9,1
3.9,3.727273,3,4,6,1,2,2,2,2,3,83.1,44.81,8,1
0,0.8829030700000001,1,2,6,2,1,1,2,1,2,72,15,3,0
2.891304,2.730769,1,1,6,2,1,1,2,1,1,82,20,7,1
3.4,1.2086591200000005,1,2,6,2,2,1,2,2,3,70,33,9,0
3.586957,3.307692,3,4,6,1,2,2,1,1,4,85.94,40.52,8,0
2.456522,2.380952,3,4,6,2,2,2,2,1,1,75.31,37,9,1
2.25,2.2,1,2,6,2,2,1,2,2,2,83,20.9,7,1
0,0,1,2,6,2,2,1,2,1,1,50,16,9,0
2.456522,2.269231,3,4,6,1,2,2,2,1,3,72.71,31.35,8,1
3.543478,3.038462,1,1,6,2,1,1,2,1,2,76,28,7,1
4.152174,3.73913,1,2,6,2,1,1,1,2,4,83,25,9,1
4.386364,4.363636,3,8,6,2,2,1,2,0,7,83.84,49,10,1
3.738095,3.125,3,4,6,1,1,2,2,1,3,84.04,43.89,8,1
4.285714,4.413043,3,4,6,2,1,2,2,1,3,88.43,47,10,1
3.729167,3.653846,3,4,6,1,2,2,2,2,3,86.29,45.2,10,1
4.022727,4,3,2,6,2,1,1,2,1,3,97,45,9,1
2.825,3,1,2,6,2,2,1,2,1,1,77,28,9,1
3.571429,2.717391,1,2,6,2,2,1,2,1,1,84,27,9,1
0,1,1,2,6,2,2,1,2,1,1,69,34,9,0
4.23913,3.076576569166668,1,2,6,2,1,1,2,1,1,83,45,10,0
2.227273,2.62963,1,2,6,2,1,1,2,2,2,67.14,33,9,1
3.479167,3.473684,3,2,6,2,2,1,2,1,3,78,16,9,1
4.4375,4.384615,1,8,6,1,1,1,2,2,7,96.17,48,9,1
3.64,3.047619,1,2,6,2,2,1,2,2,4,61,32.46,9,1
2.7,3.204545,3,4,6,1,2,2,1,1,3,77.98,38.27,8,1
3.3125,3.888889,1,2,6,2,2,1,2,1,3,57,22.46,7,1
1.6,2,3,4,6,2,2,2,2,1,3,73.41,25,8,1
0.357143,0,1,2,6,2,2,1,2,0,3,50.83,26,4,1
3.695652,3.596154,3,2,6,1,2,1,1,2,4,87.35,32.33,8,1
3.717391,3.152174,3,2,6,2,1,1,2,1,1,86,44,9,1
2.5,2.26,3,4,6,1,2,2,2,1,1,73.57,33.4,7,1
4.066667,3.431034,3,2,6,2,2,1,2,2,3,72,31,9,1
3.72,2.761905,1,2,6,2,1,1,2,2,2,80.54,26,9,1
0.84,0,1,2,6,2,2,1,2,1,1,74,24.8,7,1
4.065217,3.461538,3,2,6,2,2,1,1,2,1,83.41,40,4,1
0,0.14327030000000007,1,2,6,2,2,1,2,0,2,42,9,7,0
2.673913,3.138889,3,4,6,2,2,2,2,1,2,78.15,42,10,1
1.230769,3,1,2,6,2,1,1,2,1,2,74,37,9,0
3.52381,3.404762,3,8,6,2,2,1,2,0,7,81.59,34.13,4,1
0,0,1,2,6,2,2,1,2,1,1,68,28,1,0
3.3,2.727273,1,2,6,2,2,1,2,2,3,80.83,33,7,1
3.1,2.47619,1,2,6,2,2,1,2,1,1,78,19,7,1
3,3.275,1,2,6,2,2,1,2,1,2,87,24,9,1
2.170358798000001,1.4397456499999997,1,2,6,2,2,1,1,1,3,93,30,9,0
4.083333,4.277778,3,4,6,1,1,2,2,2,3,95.51,47.25,9,0
1.809524,1.954545,1,2,6,2,2,1,2,2,7,71.57,18,9,1
0.944444,0,3,4,6,1,2,2,1,1,3,68.35,27.99,8,0
3.175,2.952381,3,4,6,1,2,2,2,1,3,84.02,39.67,9,1
0,0.63636455,1,2,6,2,2,1,2,1,2,66,22,9,0
2.227273,2.590909,1,2,6,2,2,1,1,1,3,65.2,29,9,1
2.425,2.767857,3,4,6,1,2,2,2,2,3,73.07,30.21,4,1
4.166667,3.978261,1,2,6,1,1,1,1,2,4,97,34.93,9,0
2.92,1.777778,1,2,6,2,2,1,2,2,4,76.69,31,9,0
3.020833,2.130435,3,4,6,2,2,2,2,2,3,80.16,34,8,1
